appid,player_id,game_name,play_time,genres,categories,currency,initial_price,final_price,discount_percent
450760,0,GraveRun,194,"['Action', 'Adventure', 'Early Access', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Includes level editor', 'Multi-player', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop']",GBP,579,579,0
450850,0,Cube Land Arena,281,"['Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,440,440,0
451000,0,Ember Kaboom,0,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,209,209,0
466130,0,White Day: A Labyrinth Named School,180,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'In-App Purchases', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",CAD,3899,3899,0
477740,0,Zero Escape: The Nonary Games,303,['Adventure'],"['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",CAD,3399,3399,0
481510,0,Night in the Woods,278,['Adventure'],"['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",USD,1999,1999,0
489830,0,The Elder Scrolls V: Skyrim Special Edition,30,['RPG'],"['Family Sharing', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud']",CAD,5349,5349,0
518060,0,Chess Ultra,192,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']","['Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Turn Notifications', 'Tracked Controller Support', 'VR Supported']",EUR,1299,1299,0
526870,0,Satisfactory,0,"['Adventure', 'Indie', 'Simulation', 'Strategy']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,3350,3350,0
526880,0,Chess Knight 2,128,"['Casual', 'Strategy']","['Family Sharing', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player']",GBP,209,209,0
527190,0,WORLD END ECONOMiCA episode.03,272,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,1099,1099,0
527210,0,Janken Cards,0,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements']",GBP,199,199,0
527230,0,For The King,245,"['Adventure', 'Indie', 'RPG', 'Strategy']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1549,1549,0
527330,0,Grave VR,0,"['Action', 'Adventure', 'Violent']","['Family Sharing', 'Single-player', 'Tracked Controller Support', 'VR Only']",GBP,579,579,0
527420,0,Demon Hunter 3: Revelation,209,"['Adventure', 'Casual']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1279,1279,0
527470,0,Donuts'n'Justice,182,"['Action', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,429,429,0
527510,0,The Legions of Rome,91,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,149,149,0
527710,0,Crown Champion: Legends of the Arena,181,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,429,429,0
527750,0,Merger 3D,122,"['Action', 'Indie']","['Family Sharing', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,249,249,0
527760,0,Just Hero,127,"['Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,89,89,0
527770,0,Russian SuperHero Dead Ivan,129,"['Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,89,89,0
527790,0,Cranium Conundrum,113,"['Adventure', 'Casual', 'Early Access', 'Indie']","['Co-op', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Online Co-op', 'Online PvP', 'Partial Controller Support', 'PvP', 'Remote Play Together', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",GBP,499,499,0
527800,0,WAR CUBE,136,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,89,89,0
527810,0,Dynamite Alex,171,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Trading Cards']",GBP,89,89,0
527960,0,Fractured State,0,"['Indie', 'Strategy']","['Family Sharing', 'Includes level editor', 'Multi-player', 'Online PvP', 'PvP', 'Single-player']",GBP,79,79,0
527990,0,Gladiator Trainer,138,"['Action', 'Adventure', 'Indie', 'RPG']","['Captions available', 'Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,169,169,0
528010,0,Eternal Return,214,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,299,299,0
528070,0,Solitaire Beach Season,192,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,249,74,70
528230,0,SYNTHETIK,404,"['Action', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Trading Cards']",GBP,1649,1649,0
528300,0,Soulless: Ray Of Hope,225,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,429,429,0
528430,0,Wells,91,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,339,339,0
528510,0,Turbo Pug 3D,133,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,169,169,0
528660,0,Spin Rush,156,"['Action', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,2499,2499,0
528670,0,Elems,211,"['Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,89,89,0
528720,0,Shu,203,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,719,719,0
528820,0,Eisenwald: Blood of November,125,"['Adventure', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,599,599,0
528860,0,Proxy - Ultimate Hacker,211,['Simulation'],"['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,559,559,0
528950,0,Nekuia,261,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,699,699,0
529040,0,Fine China,0,"['Casual', 'Indie', 'Simulation']","['Family Sharing', 'Single-player', 'Tracked Controller Support', 'VR Only']",GBP,209,209,0
529100,0,Omni Link,316,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player']",GBP,289,289,0
529130,0,Expect The Unexpected,196,"['Casual', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,499,499,0
529240,0,"Creature Clicker - Capture, Train, Ascend!",1368,"['Action', 'Casual', 'Early Access', 'Free To Play', 'Indie', 'RPG']","['Co-op', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",0,0,0,0
529340,0,Victoria 3,334,"['Simulation', 'Strategy']","['Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop']",GBP,4199,4199,0
529420,0,Crazy Sapper 3D,242,['Indie'],"['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,89,89,0
529440,0,Behold the Kickmen,4,"['Action', 'Casual', 'Indie', 'Sports']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements']",GBP,279,279,0
529490,0,Rogue Trooper Redux,253,"['Action', 'Adventure']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play on TV', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
529500,0,ALONE? - VR,151,"['Action', 'Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Tracked Controller Support', 'VR Only']",GBP,619,619,0
529580,0,Kyurinaga's Revenge,194,['Adventure'],"['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,559,559,0
529660,0,Mages of Mystralia,442,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1499,1499,0
529760,0,TAIKU MANSION,178,"['Action', 'Adventure']","['Captions available', 'Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,445,445,0
529900,0,Polygon Attack,239,"['Action', 'Adventure', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,169,169,0
529920,0,Resurgence,181,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,169,169,0
529950,0,12 orbits,101,"['Action', 'Casual', 'Indie', 'Sports']","['Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards']",GBP,169,169,0
530010,0,Water Heroes: A Game for Change,273,['Indie'],"['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,399,399,0
530020,0,World to the West,431,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1149,1149,0
530040,0,reconquest,0,['Strategy'],"['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,929,929,0
530240,0,Pixel-Warfare: Pro,0,['Action'],"['Family Sharing', 'Includes level editor', 'Multi-player', 'Online PvP', 'PvP']",GBP,79,79,0
530290,0,The Planet of the Vicious Creatures,0,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,249,249,0
530320,0,Wandersong,212,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1499,1499,0
530390,0,Slayaway Camp,231,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,619,619,0
530520,0,Aegis,196,"['Action', 'Indie']","['Family Sharing', 'Single-player']",GBP,199,199,0
530540,0,mr.President Prologue Episode,160,"['Action', 'Indie', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,79,79,0
530620,0,Resident Evil 7 Teaser: Beginning Hour,1,"['Action', 'Adventure']","['Full controller support', 'Game demo', 'Single-player', 'Steam Cloud']",0,0,0,0
530860,0,The Wanderer,182,"['Adventure', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,89,89,0
530930,0,Soulblight,223,"['Action', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1099,1099,0
530950,0,Tower 57,242,"['Action', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,929,929,0
531070,0,The Tower - Fantogame,0,"['Casual', 'Indie']","['Family Sharing', 'Single-player']",GBP,429,429,0
531110,0,Battles of Norghan,0,"['Indie', 'RPG', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements']",GBP,699,699,0
531180,0,AIRHEART,3,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1099,1099,0
531240,0,Max Stern,141,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,399,399,0
531660,0,Exoplanet: First Contact,18,"['Action', 'Early Access', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,1675,1675,0
531860,0,Where's My What?,131,"['Casual', 'Indie']","['Family Sharing', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Single-player', 'Steam Trading Cards']",GBP,79,79,0
531890,0,Guardian's Oath,0,"['Action', 'Indie', 'RPG']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,79,79,0
531920,0,Carton,272,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,2499,2499,0
532030,0,Dream Dealer,288,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']","['Captions available', 'Commentary available', 'Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,279,61,78
532190,0,Super Blood Hockey,46,"['Indie', 'Sports']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1279,1279,0
532210,0,Life is Strange 2,544,['Adventure'],"['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",0,0,0,0
532290,0,Dark Train,244,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,719,719,0
532600,0,Sweet Candy Mahjong,128,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,209,209,0
532660,0,Exteria,140,"['Action', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,159,159,0
532670,0,Manor of the Damned!,0,"['Action', 'Indie', 'RPG']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Cloud']",GBP,279,279,0
532700,0,Finque,210,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1099,1099,0
532740,0,CrazyFlies,0,"['Casual', 'RPG', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Only']",GBP,279,279,0
533300,0,Zup!,139,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,169,169,0
533360,0,Zia and the goddesses of magic,0,"['Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,850,850,0
533580,0,Entangle,0,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,499,499,0
533660,0,Ziggy's Chase,191,"['Action', 'Adventure', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'VR Supported']",GBP,339,339,0
533820,0,Atonement 2: Ruptured by Despair,90,['RPG'],"['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,479,479,0
533860,0,Multimirror,126,"['Casual', 'Indie']","['Family Sharing', 'Includes level editor', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,399,399,0
533890,0,ReBoot,58,"['Action', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,159,159,0
534010,0,Defense of Egypt: Cleopatra Mission,110,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,339,339,0
534200,0,Ultimate Solid,190,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,479,479,0
534290,0,Cursed Castilla (Maldita Castilla EX),272,"['Action', 'Adventure', 'Indie']","['Captions available', 'Family Sharing', 'Full controller support', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,899,899,0
534570,0,Survival Kingdom,273,"['Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,199,199,0
535170,0,Climbtime,0,"['Casual', 'Free To Play', 'Indie']","['Full controller support', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Supported']",0,0,0,0
535190,0,Chunky Orbits,183,['Simulation'],"['Family Sharing', 'Single-player', 'Steam Trading Cards', 'Tracked Controller Support', 'VR Only']",GBP,159,159,0
535260,0,Save Home,184,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,445,445,0
535280,0,Retro Parking,0,"['Indie', 'Racing', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player']",GBP,169,169,0
535410,0,Saga of the Void: Admirals,0,['Strategy'],"['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Tracked Controller Support', 'VR Only']",GBP,559,559,0
535480,0,Sundered: Eldritch Edition,334,"['Action', 'Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",CAD,2599,2599,0
535490,0,Porno Studio Tycoon,215,"['Indie', 'Sexual Content', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Workshop']",GBP,1469,1469,0
535690,0,Crash Force,267,"['Action', 'Indie', 'RPG']","['Full controller support', 'In-App Purchases', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play on TV', 'Steam Achievements', 'Steam Trading Cards']",0,0,0,0
535750,0,VR Fun World,181,"['Action', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards', 'Tracked Controller Support', 'VR Only']",GBP,169,169,0
535760,0,Unforgiving Trials: The Space Crusade,196,"['Adventure', 'Indie', 'RPG']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,99,99,0
535890,0,Stereo Aereo,183,['Indie'],"['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,289,289,0
535930,0,Two Point Hospital,333,"['Indie', 'Simulation']","['Family Sharing', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,2499,2499,0
535980,0,Phrase Shift,0,['Casual'],"['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,199,199,0
536040,0,Cards of Cthulhu,402,"['Action', 'Indie', 'RPG']","['Family Sharing', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,89,89,0
536220,0,The Walking Dead: A New Frontier,0,['Adventure'],"['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1279,1279,0
536270,0,Ancestors: The Humankind Odyssey ,0,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,3299,824,75
536320,0,The Space Garden,284,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,169,169,0
536410,0,Greenwood the Last Ritual,93,"['Adventure', 'Gore', 'Indie', 'Violent']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,199,199,0
536420,0,Shining Plume,152,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Trading Cards']",GBP,589,589,0
536430,0,The Revenge of Johnny Bonasera: Episode 1,180,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,339,339,0
536450,0,Vzerthos: Heir of Thunder,182,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,589,589,0
536470,0,Magnetized,160,['Indie'],"['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,209,209,0
536490,0,Perfect Fit - Totemland,212,"['Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,279,279,0
536510,0,Hacker Series,0,"['Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player']",GBP,89,89,0
536630,0,Maze Sounds,0,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,399,399,0
536750,0,BoomTown! Deluxe,195,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,89,89,0
536780,0,Lost Grimoires: Stolen Kingdom,238,"['Adventure', 'Casual']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1279,1279,0
537050,0,Bric,0,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","['Family Sharing', 'Single-player']",GBP,159,159,0
537200,0,Defense Of Greece TD,138,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,249,249,0
537340,0,Guts and Glory,193,"['Action', 'Casual', 'Indie', 'Racing']","['Family Sharing', 'Includes level editor', 'Partial Controller Support', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop']",GBP,1279,1279,0
537520,0,SYMMETRY,0,"['Adventure', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,999,999,0
537700,0,Octave,155,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,339,169,50
537800,0,Bomber Crew,0,"['Simulation', 'Strategy']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1199,1199,0
538060,0,Doodle God: 8-bit Mania,156,"['Casual', 'Indie', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1499,1499,0
538590,0,Sleeping Valley,253,"['Action', 'Adventure', 'Casual', 'Indie']","['Commentary available', 'Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,445,445,0
538840,0,City Climber,242,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,169,169,0
538920,0,Fiery Disaster,277,"['Action', 'Casual', 'Indie', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,169,169,0
539090,0,Clazer,0,"['Simulation', 'Sports']","['Family Sharing', 'Single-player', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Only']",GBP,2379,2379,0
539270,0,Mahjong,94,['Casual'],"['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,699,699,0
539280,0,Tetraminos,94,['Casual'],"['Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,699,699,0
539290,0,Brick Breaker,94,['Casual'],"['Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,699,699,0
539300,0,Solitaire,110,['Casual'],"['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,699,699,0
